Country,lon,lat
Faroe Islands,-6.8804614449507095,62.05226250844933
Denmark,10.042211774911003,55.97498217099483
Czechia,15.319440709960443,49.73799668128038
Northern Cyprus,33.56753964611108,35.2631728156028
Cyprus,33.00581030462204,34.91708733807884
Cuba,-78.98705412942007,21.637935340166706
Croatia,16.401052928100896,45.07589276948463
Ivory Coast,-5.569102942735855,7.625878368311423
Costa Rica,-84.18986953318536,9.976131265055056
Democratic Republic of the Congo,23.63774723807929,-2.865488031406876
Republic of the Congo,15.221142337405276,-0.836992413922509
Comoros,43.68165678594181,-11.877908568325992
Colombia,-73.07703226574134,3.9034800533900924
China,103.37804953979274,36.69140669345146
Macao S.A.R,113.50931974360167,22.223117554311308
Hong Kong S.A.R.,114.1137500897092,22.398260914215953
Chile,-71.05619085495837,-36.07624655390582
Chad,18.634997495747648,15.275359409769381
Central African Republic,20.461832981489685,6.572299164266934
Cabo Verde,-23.956544022658164,15.95330551583823
Canada,-96.5486267280136,60.41776698438469
Cameroon,12.733943967668143,5.681168003162897
Cambodia,104.90533757185675,12.719494903029029
Myanmar,96.49475560405618,21.112906888883465
Burundi,29.875228417077654,-3.3592151438157476
Burkina Faso,-1.7611383121238744,12.27072624878599
Bulgaria,25.209132623771715,42.77124104978977
Brunei,114.72196619591497,4.5196837365588305
Brazil,-53.215733923741304,-10.639048767332707
Botswana,23.808612894002028,-22.16524478709958
Bosnia and Herzegovina,17.77489156905741,44.171474332882234
Bolivia,-64.69843861968252,-16.681984235150747
Bhutan,90.40215959871236,27.412137795939046
Benin,2.3266146447462805,9.635612234306965
Belize,-88.71106761807934,17.19829887063732
Belgium,4.645938194702398,50.63889496311262
Belarus,28.014955094802563,53.51952055703963
Barbados,-59.55978512281236,13.181449807744775
Bangladesh,90.24710411518707,23.860666136535563
Bahrain,50.54199335587832,26.041963777013656
The Bahamas,-76.59016033266911,24.280018782810973
Azerbaijan,47.54784166502395,40.28666184095767
Austria,14.110430066704852,47.592293442958706
Australia,134.30382912393384,-25.764181552307942
Indian Ocean Territories,104.86285796084968,-10.657154104335804
Heard Island and McDonald Islands,73.5203521526315,-53.087265134889236
Norfolk Island,167.94921555626507,-29.05145988758453
Ashmore and Cartier Islands,123.5838378668256,-12.429931831802504
Armenia,44.938311801133466,40.28732777342889
Argentina,-64.76261489391939,-34.68398767122581
Antigua and Barbuda,-61.794672165664345,17.277104035323703
Angola,17.5317833661526,-12.270613926548416
Andorra,1.560524680303185,42.54228639431242
Algeria,2.6311884137834727,28.05599342211892
Albania,20.051845908169884,41.13487368885515
Afghanistan,65.92599980294847,33.81875642614741
Siachen Glacier,77.18017884381179,35.39241568508488
Antarctica,82.07066892397167,-84.93859294978175
Sint Maarten,-63.057133615275625,18.050822528473283
Tuvalu,179.20556518701565,-8.503450593203175
